Unnamed: 0.1;Unnamed: 0;article;vehicleClass;amount;points;Case ID;Activity;Resource;lastSent;notificationType;dismissal;expense;time:timestamp;label;relative_timestamp_from_start;relative_timestamp_from_previous_activity;concept:name;case:concept:name;case:label
14311;;;A;46.22301483154297;;GEN3811;Payment;;;;;;2011-04-09 20:54:06;regular;650400.25;59932.833333333336;Payment;GEN3811;regular
14312;;;A;46.16412353515625;;GEN3812;Create Fine;;;;;;2010-06-18 19:21:23;regular;515241.38333333336;0.0;Create Fine;GEN3812;regular
14313;;;A;46.16412353515625;;GEN3812;Send Fine;;;;;;2010-09-13 07:09:55;regular;515241.38333333336;124548.53333333334;Send Fine;GEN3812;regular
14314;;;A;46.16412353515625;;GEN3812;Insert Fine Notification;;;;;;2010-10-01 03:03:03;regular;515241.38333333336;25673.13333333333;Insert Fine Notification;GEN3812;regular
14315;;;A;46.16412353515625;;GEN3812;Add penalty;;;;;;2010-11-28 16:27:09;regular;515241.38333333336;84324.1;Add penalty;GEN3812;regular
14316;;;A;45.99032974243164;;GEN3813;Create Fine;;;;;;2010-04-23 20:57:38;regular;434697.63333333336;0.0;Create Fine;GEN3813;regular
14317;;;A;45.99032974243164;;GEN3813;Send Fine;;;;;;2010-07-15 09:56:21;regular;434697.63333333336;118858.71666666666;Send Fine;GEN3813;regular
14318;;;A;45.99032974243164;;GEN3813;Insert Fine Notification;;;;;;2010-08-02 12:20:30;regular;434697.63333333336;26064.15;Insert Fine Notification;GEN3813;regular
14319;;;A;45.99032974243164;;GEN3813;Add penalty;;;;;;2010-09-29 17:17:26;regular;434697.63333333336;83816.93333333333;Add penalty;GEN3813;regular
14320;;;A;44.5689697265625;;GEN3814;Create Fine;;;;;;2010-10-27 11:01:15;regular;703381.25;0.0;Create Fine;GEN3814;regular
14321;;;A;44.5689697265625;;GEN3814;Send Fine;;;;;;2011-01-22 07:32:12;regular;703381.25;125070.95;Send Fine;GEN3814;regular
14322;;;A;44.5689697265625;;GEN3814;Insert Fine Notification;;;;;;2011-02-05 07:45:15;regular;703381.25;20173.05;Insert Fine Notification;GEN3814;regular
14323;;;A;44.5689697265625;;GEN3814;Add penalty;;;;;;2011-04-04 01:12:13;regular;703381.25;83126.96666666666;Add penalty;GEN3814;regular
14324;;;A;44.5689697265625;;GEN3814;Payment;;;;;;2011-05-20 07:58:34;regular;703381.25;66646.35;Payment;GEN3814;regular
14325;;;A;44.5689697265625;;GEN3814;Payment;;;;;;2011-08-16 08:14:10;regular;703381.25;126735.6;Payment;GEN3814;regular
14326;;;A;45.04133224487305;;GEN3815;Create Fine;;;;;;2010-04-11 23:57:53;regular;417597.88333333336;0.0;Create Fine;GEN3815;regular
14327;;;A;45.04133224487305;;GEN3815;Send Fine;;;;;;2010-06-23 00:01:10;regular;417597.88333333336;103683.28333333334;Send Fine;GEN3815;regular
14328;;;A;45.04133224487305;;GEN3815;Insert Fine Notification;;;;;;2010-07-13 12:11:11;regular;417597.88333333336;29530.016666666663;Insert Fine Notification;GEN3815;regular
14329;;;A;45.04133224487305;;GEN3815;Add penalty;;;;;;2010-09-09 12:39:24;regular;417597.88333333336;83548.21666666666;Add penalty;GEN3815;regular
14330;;;A;45.56055450439453;;GEN3816;Create Fine;;;;;;2010-04-27 14:35:45;regular;440075.75;0.0;Create Fine;GEN3816;regular
14331;;;A;45.56055450439453;;GEN3816;Send Fine;;;;;;2010-07-19 15:35:12;regular;440075.75;119579.45;Send Fine;GEN3816;regular
14332;;;A;45.56055450439453;;GEN3816;Insert Fine Notification;;;;;;2010-08-06 16:33:23;regular;440075.75;25978.18333333333;Insert Fine Notification;GEN3816;regular
14333;;;A;45.56055450439453;;GEN3816;Add penalty;;;;;;2010-10-04 02:53:56;regular;440075.75;84140.55;Add penalty;GEN3816;regular
14334;;;A;44.43703842163086;;GEN3817;Create Fine;;;;;;2010-09-09 07:14:15;regular;634034.25;0.0;Create Fine;GEN3817;regular
14335;;;A;44.43703842163086;;GEN3817;Send Fine;;;;;;2010-12-07 02:48:00;regular;634034.25;127893.75;Send Fine;GEN3817;regular
14336;;;A;44.43703842163086;;GEN3817;Insert Fine Notification;;;;;;2010-12-22 20:27:42;regular;634034.25;22659.7;Insert Fine Notification;GEN3817;regular
14337;;;A;44.43703842163086;;GEN3817;Add penalty;;;;;;2011-02-18 14:55:41;regular;634034.25;83187.98333333334;Add penalty;GEN3817;regular
14338;;;A;44.43703842163086;;GEN3817;Payment;;;;;;2011-09-02 14:57:02;regular;634034.25;282241.35;Payment;GEN3817;regular
14339;;;A;43.47028732299805;;GEN3818;Create Fine;;;;;;2011-11-23 09:14:08;regular;1267754.1333333333;0.0;Create Fine;GEN3818;regular
14340;;;A;43.47028732299805;;GEN3818;Send Fine;;;;;;2012-03-01 21:04:35;regular;1267754.1333333333;143270.45;Send Fine;GEN3818;regular
14341;;;A;43.47028732299805;;GEN3818;Insert Fine Notification;;;;;;2012-03-16 08:52:19;regular;1267754.1333333333;20867.733333333334;Insert Fine Notification;GEN3818;regular
14342;;;A;43.47028732299805;;GEN3818;Add penalty;;;;;;2012-05-13 22:21:12;regular;1267754.1333333333;84328.88333333333;Add penalty;GEN3818;regular
14343;;;A;43.47028732299805;;GEN3818;Payment;;;;;;2012-12-13 02:02:03;regular;1267754.1333333333;306940.85;Payment;GEN3818;regular
14344;;;A;45.20050430297852;;GEN3819;Create Fine;;;;;;2010-05-12 06:58:08;regular;461218.13333333336;0.0;Create Fine;GEN3819;regular
14345;;;A;45.20050430297852;;GEN3819;Send Fine;;;;;;2010-08-02 18:36:23;regular;461218.13333333336;118778.25;Send Fine;GEN3819;regular
14346;;;A;45.20050430297852;;GEN3819;Insert Fine Notification;;;;;;2010-08-20 20:04:13;regular;461218.13333333336;26007.83333333333;Insert Fine Notification;GEN3819;regular
14347;;;A;45.20050430297852;;GEN3819;Add penalty;;;;;;2010-10-18 00:54:33;regular;461218.13333333336;83810.33333333333;Add penalty;GEN3819;regular
14348;;;A;44.69124603271485;;GEN3820;Create Fine;;;;;;2010-04-26 11:40:38;regular;438460.63333333336;0.0;Create Fine;GEN3820;regular
14349;;;A;44.69124603271485;;GEN3820;Send Fine;;;;;;2010-07-09 22:10:02;regular;438460.63333333336;107189.4;Send Fine;GEN3820;regular
14350;;;A;44.69124603271485;;GEN3820;Insert Fine Notification;;;;;;2010-07-30 07:47:54;regular;438460.63333333336;29377.866666666665;Insert Fine Notification;GEN3820;regular
14351;;;A;44.69124603271485;;GEN3820;Add penalty;;;;;;2010-09-25 20:11:56;regular;438460.63333333336;82824.03333333334;Add penalty;GEN3820;regular
14352;;;A;44.70485305786133;;GEN3821;Create Fine;;;;;;2010-05-01 07:06:45;regular;445386.75;0.0;Create Fine;GEN3821;regular
14353;;;A;44.70485305786133;;GEN3821;Send Fine;;;;;;2010-07-24 23:56:25;regular;445386.75;121969.66666666669;Send Fine;GEN3821;regular
14354;;;A;44.70485305786133;;GEN3821;Insert Fine Notification;;;;;;2010-08-12 01:10:41;regular;445386.75;25994.266666666663;Insert Fine Notification;GEN3821;regular
14355;;;A;44.70485305786133;;GEN3821;Add penalty;;;;;;2010-10-09 06:31:52;regular;445386.75;83841.18333333333;Add penalty;GEN3821;regular
14356;;;A;45.66438293457031;;GEN3822;Create Fine;;;;;;2010-04-21 03:02:23;regular;430742.38333333336;0.0;Create Fine;GEN3822;regular
14357;;;A;45.66438293457031;;GEN3822;Send Fine;;;;;;2010-07-12 13:22:37;regular;430742.38333333336;118700.23333333334;Send Fine;GEN3822;regular
14358;;;A;45.66438293457031;;GEN3822;Insert Fine Notification;;;;;;2010-07-30 11:50:52;regular;430742.38333333336;25828.25;Insert Fine Notification;GEN3822;regular
14359;;;A;45.66438293457031;;GEN3822;Add penalty;;;;;;2010-09-26 17:12:21;regular;430742.38333333336;83841.48333333334;Add penalty;GEN3822;regular
14360;;;A;42.59284591674805;;GEN3823;Create Fine;;;;;;2010-04-12 23:26:45;regular;419006.75;0.0;Create Fine;GEN3823;regular
14361;;;A;42.59284591674805;;GEN3823;Send Fine;;;;;;2010-07-10 16:11:26;regular;419006.75;127724.68333333332;Send Fine;GEN3823;regular
14362;;;A;42.59284591674805;;GEN3823;Insert Fine Notification;;;;;;2010-07-26 06:10:46;regular;419006.75;22439.33333333333;Insert Fine Notification;GEN3823;regular
14363;;;A;42.59284591674805;;GEN3823;Payment;;;;;;2010-08-25 00:40:06;regular;419006.75;42869.333333333336;Payment;GEN3823;regular
14364;;;A;42.59284591674805;;GEN3823;Add penalty;;;;;;2010-09-28 05:31:18;regular;419006.75;49251.2;Add penalty;GEN3823;regular
14365;;;A;42.59284591674805;;GEN3823;Payment;;;;;;2010-12-26 02:52:54;regular;419006.75;128001.6;Payment;GEN3823;regular
14366;;;A;44.71990585327149;;GEN3824;Create Fine;;;;;;2010-05-09 02:28:23;regular;456628.38333333336;0.0;Create Fine;GEN3824;regular
14367;;;A;44.71990585327149;;GEN3824;Send Fine;;;;;;2010-07-30 22:04:15;regular;456628.38333333336;119255.86666666668;Send Fine;GEN3824;regular
14368;;;A;44.71990585327149;;GEN3824;Insert Fine Notification;;;;;;2010-08-18 17:34:29;regular;456628.38333333336;27090.233333333334;Insert Fine Notification;GEN3824;regular
14369;;;A;44.71990585327149;;GEN3824;Add penalty;;;;;;2010-10-16 11:53:51;regular;456628.38333333336;84619.36666666667;Add penalty;GEN3824;regular
14370;;;A;45.167510986328125;;GEN3825;Create Fine;;;;;;2010-04-30 06:02:30;regular;443882.5;0.0;Create Fine;GEN3825;regular
14371;;;A;45.167510986328125;;GEN3825;Send Fine;;;;;;2010-07-21 23:57:51;regular;443882.5;119155.35;Send Fine;GEN3825;regular
14372;;;A;45.167510986328125;;GEN3825;Insert Fine Notification;;;;;;2010-08-09 07:37:09;regular;443882.5;26379.3;Insert Fine Notification;GEN3825;regular
14373;;;A;45.167510986328125;;GEN3825;Add penalty;;;;;;2010-10-06 21:23:32;regular;443882.5;84346.38333333333;Add penalty;GEN3825;regular
14374;;;A;45.6700325012207;;GEN3826;Create Fine;;;;;;2010-05-10 08:39:30;regular;458439.5;0.0;Create Fine;GEN3826;regular
14375;;;A;45.6700325012207;;GEN3826;Send Fine;;;;;;2010-08-01 04:19:13;regular;458439.5;119259.71666666666;Send Fine;GEN3826;regular
14376;;;A;45.6700325012207;;GEN3826;Insert Fine Notification;;;;;;2010-08-19 13:33:57;regular;458439.5;26474.733333333334;Insert Fine Notification;GEN3826;regular
14377;;;A;45.6700325012207;;GEN3826;Add penalty;;;;;;2010-10-16 19:28:01;regular;458439.5;83874.06666666667;Add penalty;GEN3826;regular
14378;;;A;44.41019821166992;;GEN3827;Create Fine;;;;;;2010-05-16 22:14:53;regular;467894.88333333336;0.0;Create Fine;GEN3827;regular
14379;;;A;44.41019821166992;;GEN3827;Send Fine;;;;;;2010-08-04 08:05:38;regular;467894.88333333336;114350.75;Send Fine;GEN3827;regular
14380;;;A;44.41019821166992;;GEN3827;Insert Fine Notification;;;;;;2010-08-23 03:04:00;regular;467894.88333333336;27058.366666666665;Insert Fine Notification;GEN3827;regular
14381;;;A;44.41019821166992;;GEN3827;Add penalty;;;;;;2010-10-20 14:31:17;regular;467894.88333333336;84207.28333333334;Add penalty;GEN3827;regular
14382;;;A;34.29230880737305;;GEN3828;Create Fine;;;;;;2011-07-29 15:48:38;regular;1099668.6333333333;0.0;Create Fine;GEN3828;regular
14383;;;A;34.29230880737305;;GEN3828;Payment;;;;;;2011-08-08 23:54:31;regular;1099668.6333333333;14885.883333333331;Payment;GEN3828;regular
14384;;;A;45.55107116699219;;GEN3829;Create Fine;;;;;;2010-05-30 09:22:15;regular;487282.25;0.0;Create Fine;GEN3829;regular
14385;;;A;45.55107116699219;;GEN3829;Send Fine;;;;;;2010-08-22 17:24:00;regular;487282.25;121441.75;Send Fine;GEN3829;regular
14386;;;A;45.55107116699219;;GEN3829;Insert Fine Notification;;;;;;2010-09-09 23:30:36;regular;487282.25;26286.6;Insert Fine Notification;GEN3829;regular
14387;;;A;45.55107116699219;;GEN3829;Add penalty;;;;;;2010-11-07 07:10:49;regular;487282.25;83980.21666666666;Add penalty;GEN3829;regular
14388;;;A;35.37178421020508;;GEN3830;Create Fine;;;;;;2011-08-02 17:35:38;regular;1105535.6333333333;0.0;Create Fine;GEN3830;regular
14389;;;A;35.37178421020508;;GEN3830;Payment;;;;;;2011-08-13 06:48:48;regular;1105535.6333333333;15193.166666666666;Payment;GEN3830;regular
14390;;;A;38.48487091064453;;GEN3831;Create Fine;;;;;;2011-04-23 13:26:53;regular;959846.8833333332;0.0;Create Fine;GEN3831;regular
14391;;;A;38.48487091064453;;GEN3831;Payment;;;;;;2011-05-11 17:19:44;regular;959846.8833333332;26152.85;Payment;GEN3831;regular
14392;;;A;46.27440643310547;;GEN3832;Create Fine;;;;;;2010-05-04 09:54:30;regular;449874.5;0.0;Create Fine;GEN3832;regular
14393;;;A;46.27440643310547;;GEN3832;Send Fine;;;;;;2010-07-26 09:10:14;regular;449874.5;119475.73333333334;Send Fine;GEN3832;regular
14394;;;A;46.27440643310547;;GEN3832;Insert Fine Notification;;;;;;2010-08-13 16:46:27;regular;449874.5;26376.216666666667;Insert Fine Notification;GEN3832;regular
14395;;;A;46.27440643310547;;GEN3832;Add penalty;;;;;;2010-10-11 04:33:15;regular;449874.5;84226.8;Add penalty;GEN3832;regular
14396;;;A;46.39226913452149;;GEN3833;Create Fine;;;;;;2010-04-27 19:16:53;regular;440356.88333333336;0.0;Create Fine;GEN3833;regular
14397;;;A;46.39226913452149;;GEN3833;Send Fine;;;;;;2010-07-19 02:26:34;regular;440356.88333333336;118509.68333333332;Send Fine;GEN3833;regular
14398;;;A;46.39226913452149;;GEN3833;Insert Fine Notification;;;;;;2010-08-06 06:05:58;regular;440356.88333333336;26139.4;Insert Fine Notification;GEN3833;regular
14399;;;A;46.39226913452149;;GEN3833;Add penalty;;;;;;2010-10-03 09:04:28;regular;440356.88333333336;83698.5;Add penalty;GEN3833;regular
14400;;;A;35.92682266235352;;GEN3834;Create Fine;;;;;;2011-08-06 22:28:23;regular;1111588.3833333333;0.0;Create Fine;GEN3834;regular
14401;;;A;35.92682266235352;;GEN3834;Payment;;;;;;2011-08-18 02:02:22;regular;1111588.3833333333;16053.983333333334;Payment;GEN3834;regular
14402;;;A;43.05540466308594;;GEN3835;Create Fine;;;;;;2010-08-16 21:07:53;regular;600307.8833333333;0.0;Create Fine;GEN3835;regular
14403;;;A;43.05540466308594;;GEN3835;Send Fine;;;;;;2010-11-14 04:30:24;regular;600307.8833333333;128602.51666666666;Send Fine;GEN3835;regular
14404;;;A;43.05540466308594;;GEN3835;Insert Fine Notification;;;;;;2010-11-28 13:27:13;regular;600307.8833333333;20696.816666666666;Insert Fine Notification;GEN3835;regular
14405;;;A;43.05540466308594;;GEN3835;Add penalty;;;;;;2011-01-22 03:37:47;regular;600307.8833333333;78610.56666666667;Add penalty;GEN3835;regular
14406;;;A;43.05540466308594;;GEN3835;Payment;;;;;;2011-03-05 00:10:03;regular;600307.8833333333;60272.26666666667;Payment;GEN3835;regular
14407;;;A;43.05540466308594;;GEN3835;Payment;;;;;;2011-06-01 20:00:30;regular;600307.8833333333;127910.45;Payment;GEN3835;regular
14408;;;A;45.38466644287109;;GEN3836;Create Fine;;;;;;2010-07-06 14:05:15;regular;540845.25;0.0;Create Fine;GEN3836;regular
14409;;;A;45.38466644287109;;GEN3836;Send Fine;;;;;;2010-09-30 08:59:00;regular;540845.25;123533.75;Send Fine;GEN3836;regular
14410;;;A;45.38466644287109;;GEN3836;Insert Fine Notification;;;;;;2010-10-18 18:52:49;regular;540845.25;26513.816666666666;Insert Fine Notification;GEN3836;regular
14411;;;A;45.38466644287109;;GEN3836;Add penalty;;;;;;2010-12-16 06:05:04;regular;540845.25;84192.25;Add penalty;GEN3836;regular
14412;;;A;41.33310317993164;;GEN3837;Create Fine;;;;;;2009-12-18 01:30:30;regular;252090.5;0.0;Create Fine;GEN3837;regular
14413;;;A;41.33310317993164;;GEN3837;Send Fine;;;;;;2010-03-15 07:27:41;regular;252090.5;125637.18333333332;Send Fine;GEN3837;regular
14414;;;A;41.33310317993164;;GEN3837;Insert Fine Notification;;;;;;2010-03-31 22:30:07;regular;252090.5;23942.43333333333;Insert Fine Notification;GEN3837;regular
14415;;;A;41.33310317993164;;GEN3837;Payment;;;;;;2010-04-26 17:29:11;regular;252090.5;37139.066666666666;Payment;GEN3837;regular
14416;;;A;41.33310317993164;;GEN3837;Add penalty;;;;;;2010-05-28 02:50:34;regular;252090.5;45201.38333333333;Add penalty;GEN3837;regular
14417;;;A;41.33310317993164;;GEN3837;Payment;;;;;;2010-08-08 18:31:47;regular;252090.5;104621.21666666666;Payment;GEN3837;regular
14418;;;A;35.85138320922852;;GEN3838;Create Fine;;;;;;2011-07-29 02:09:23;regular;1098849.3833333333;0.0;Create Fine;GEN3838;regular
14419;;;A;35.85138320922852;;GEN3838;Payment;;;;;;2011-08-09 02:46:43;regular;1098849.3833333333;15877.333333333334;Payment;GEN3838;regular
14420;;;A;44.90943145751953;;GEN3839;Create Fine;;;;;;2010-05-08 01:23:38;regular;455123.63333333336;0.0;Create Fine;GEN3839;regular
14421;;;A;44.90943145751953;;GEN3839;Send Fine;;;;;;2010-07-29 11:26:51;regular;455123.63333333336;118683.21666666666;Send Fine;GEN3839;regular
14422;;;A;44.90943145751953;;GEN3839;Insert Fine Notification;;;;;;2010-08-16 12:29:58;regular;455123.63333333336;25983.116666666665;Insert Fine Notification;GEN3839;regular
14423;;;A;44.90943145751953;;GEN3839;Add penalty;;;;;;2010-10-14 00:33:25;regular;455123.63333333336;84243.45;Add penalty;GEN3839;regular
14424;;;A;45.207916259765625;;GEN3840;Create Fine;;;;;;2010-04-30 00:34:30;regular;443554.5;0.0;Create Fine;GEN3840;regular
14425;;;A;45.207916259765625;;GEN3840;Send Fine;;;;;;2010-07-20 02:11:21;regular;443554.5;116736.85;Send Fine;GEN3840;regular
14426;;;A;45.207916259765625;;GEN3840;Insert Fine Notification;;;;;;2010-08-07 13:01:52;regular;443554.5;26570.516666666663;Insert Fine Notification;GEN3840;regular
14427;;;A;45.207916259765625;;GEN3840;Add penalty;;;;;;2010-10-04 22:00:49;regular;443554.5;84058.95;Add penalty;GEN3840;regular
14428;;;A;48.04201889038086;;GEN3841;Create Fine;;;;;;2010-04-10 12:54:53;regular;415494.88333333336;0.0;Create Fine;GEN3841;regular
14429;;;A;48.04201889038086;;GEN3841;Send Fine;;;;;;2010-06-29 23:40:14;regular;415494.88333333336;115845.35;Send Fine;GEN3841;regular
14430;;;A;48.04201889038086;;GEN3841;Insert Fine Notification;;;;;;2010-07-18 05:22:47;regular;415494.88333333336;26262.55;Insert Fine Notification;GEN3841;regular
14431;;;A;48.04201889038086;;GEN3841;Add penalty;;;;;;2010-09-13 20:52:52;regular;415494.88333333336;83010.08333333333;Add penalty;GEN3841;regular
14432;;;A;45.12354278564453;;GEN3842;Create Fine;;;;;;2010-05-11 06:17:53;regular;459737.88333333336;0.0;Create Fine;GEN3842;regular
14433;;;A;45.12354278564453;;GEN3842;Send Fine;;;;;;2010-08-01 15:05:30;regular;459737.88333333336;118607.61666666668;Send Fine;GEN3842;regular
14434;;;A;45.12354278564453;;GEN3842;Insert Fine Notification;;;;;;2010-08-19 18:37:51;regular;459737.88333333336;26132.35;Insert Fine Notification;GEN3842;regular
14435;;;A;45.12354278564453;;GEN3842;Add penalty;;;;;;2010-10-16 21:56:12;regular;459737.88333333336;83718.35;Add penalty;GEN3842;regular
14436;;;A;42.0037727355957;;GEN3843;Create Fine;;;;;;2009-12-21 17:02:30;regular;257342.5;0.0;Create Fine;GEN3843;regular
14437;;;A;42.0037727355957;;GEN3843;Send Fine;;;;;;2010-02-12 10:14:05;regular;257342.5;75911.58333333333;Send Fine;GEN3843;regular
14438;;;A;42.0037727355957;;GEN3843;Payment;;;;;;2010-03-20 18:29:11;regular;257342.5;52335.1;Payment;GEN3843;regular
14439;;;A;45.60027313232422;;GEN3844;Create Fine;;;;;;2010-02-25 19:25:53;regular;352525.88333333336;0.0;Create Fine;GEN3844;regular
14440;;;A;45.60027313232422;;GEN3844;Send Fine;;;;;;2010-05-05 13:56:14;regular;352525.88333333336;99030.35;Send Fine;GEN3844;regular
14441;;;A;45.60027313232422;;GEN3844;Insert Fine Notification;;;;;;2010-05-27 15:34:03;regular;352525.88333333336;31777.816666666666;Insert Fine Notification;GEN3844;regular
14442;;;A;45.60027313232422;;GEN3844;Add penalty;;;;;;2010-07-23 23:52:43;regular;352525.88333333336;82578.66666666667;Add penalty;GEN3844;regular
14443;;;A;44.9992561340332;;GEN3845;Create Fine;;;;;;2010-08-29 03:29:38;regular;617969.6333333333;0.0;Create Fine;GEN3845;regular
14444;;;A;44.9992561340332;;GEN3845;Send Fine;;;;;;2010-11-26 21:58:51;regular;617969.6333333333;129269.21666666666;Send Fine;GEN3845;regular
14445;;;A;44.9992561340332;;GEN3845;Insert Fine Notification;;;;;;2010-12-14 11:36:34;regular;617969.6333333333;25297.716666666667;Insert Fine Notification;GEN3845;regular
14446;;;A;44.9992561340332;;GEN3845;Add penalty;;;;;;2011-02-11 12:06:17;regular;617969.6333333333;84989.71666666666;Add penalty;GEN3845;regular
14447;;;A;36.93182373046875;;GEN3846;Create Fine;;;;;;2011-07-12 04:21:08;regular;1074501.1333333333;0.0;Create Fine;GEN3846;regular
14448;;;A;36.93182373046875;;GEN3846;Payment;;;;;;2011-07-24 10:49:19;regular;1074501.1333333333;17668.183333333334;Payment;GEN3846;regular
14449;;;A;44.16335678100586;;GEN3847;Create Fine;;;;;;2011-06-26 14:12:53;regular;1052052.8833333333;0.0;Create Fine;GEN3847;regular
14450;;;A;44.16335678100586;;GEN3847;Payment;;;;;;2011-07-06 00:05:16;regular;1052052.8833333333;13552.383333333331;Payment;GEN3847;regular
14451;;;A;43.54107666015625;;GEN3848;Create Fine;;;;;;2011-08-19 18:27:23;regular;1130067.3833333333;0.0;Create Fine;GEN3848;regular
14452;;;A;43.54107666015625;;GEN3848;Send Fine;;;;;;2011-11-28 16:48:46;regular;1130067.3833333333;145341.38333333333;Send Fine;GEN3848;regular
14453;;;A;43.54107666015625;;GEN3848;Insert Fine Notification;;;;;;2011-12-13 20:22:02;regular;1130067.3833333333;21813.266666666663;Insert Fine Notification;GEN3848;regular
14454;;;A;43.54107666015625;;GEN3848;Add penalty;;;;;;2012-02-10 02:02:19;regular;1130067.3833333333;83860.28333333334;Add penalty;GEN3848;regular
14455;;;A;43.54107666015625;;GEN3848;Payment;;;;;;2012-10-03 03:10:11;regular;1130067.3833333333;339907.86666666664;Payment;GEN3848;regular
14456;;;A;44.97931289672852;;GEN3849;Create Fine;;;;;;2010-05-18 20:23:00;regular;470663.0;0.0;Create Fine;GEN3849;regular
14457;;;A;44.97931289672852;;GEN3849;Send Fine;;;;;;2010-08-09 08:43:15;regular;470663.0;118820.25;Send Fine;GEN3849;regular
14458;;;A;44.97931289672852;;GEN3849;Insert Fine Notification;;;;;;2010-08-27 23:59:40;regular;470663.0;26836.416666666668;Insert Fine Notification;GEN3849;regular
14459;;;A;44.97931289672852;;GEN3849;Add penalty;;;;;;2010-10-25 00:26:30;regular;470663.0;83546.83333333333;Add penalty;GEN3849;regular
14460;;;A;47.345340728759766;;GEN3850;Create Fine;;;;;;2010-04-23 13:20:08;regular;434240.13333333336;0.0;Create Fine;GEN3850;regular
14461;;;A;47.345340728759766;;GEN3850;Send Fine;;;;;;2010-07-14 01:48:22;regular;434240.13333333336;117388.23333333334;Send Fine;GEN3850;regular
14462;;;A;47.345340728759766;;GEN3850;Insert Fine Notification;;;;;;2010-08-01 05:16:18;regular;434240.13333333336;26127.93333333333;Insert Fine Notification;GEN3850;regular
14463;;;A;47.345340728759766;;GEN3850;Add penalty;;;;;;2010-09-28 17:43:18;regular;434240.13333333336;84267.0;Add penalty;GEN3850;regular
14464;;;A;44.109317779541016;;GEN3851;Create Fine;;;;;;2010-07-08 20:46:15;regular;544126.25;0.0;Create Fine;GEN3851;regular
14465;;;A;44.109317779541016;;GEN3851;Send Fine;;;;;;2010-10-05 07:47:20;regular;544126.25;127381.08333333331;Send Fine;GEN3851;regular
14466;;;A;44.109317779541016;;GEN3851;Insert Fine Notification;;;;;;2010-10-19 11:13:18;regular;544126.25;20365.966666666667;Insert Fine Notification;GEN3851;regular
14467;;;A;44.109317779541016;;GEN3851;Add penalty;;;;;;2010-12-11 19:34:32;regular;544126.25;76821.23333333334;Add penalty;GEN3851;regular
14468;;;A;44.109317779541016;;GEN3851;Payment;;;;;;2011-01-16 05:16:11;regular;544126.25;50981.65;Payment;GEN3851;regular
14469;;;A;44.109317779541016;;GEN3851;Payment;;;;;;2011-04-08 15:42:58;regular;544126.25;118706.78333333334;Payment;GEN3851;regular
14470;;;A;37.70747375488281;;GEN3852;Create Fine;;;;;;2011-07-28 07:14:38;regular;1097714.6333333333;0.0;Create Fine;GEN3852;regular
14471;;;A;37.70747375488281;;GEN3852;Payment;;;;;;2011-08-08 01:12:04;regular;1097714.6333333333;15477.433333333332;Payment;GEN3852;regular
14472;;;A;45.95774459838867;;GEN3853;Create Fine;;;;;;2010-05-10 21:45:45;regular;459225.75;0.0;Create Fine;GEN3853;regular
14473;;;A;45.95774459838867;;GEN3853;Send Fine;;;;;;2010-07-31 07:56:43;regular;459225.75;117250.96666666666;Send Fine;GEN3853;regular
14474;;;A;45.95774459838867;;GEN3853;Insert Fine Notification;;;;;;2010-08-18 10:03:23;regular;459225.75;26046.666666666668;Insert Fine Notification;GEN3853;regular
14475;;;A;45.95774459838867;;GEN3853;Add penalty;;;;;;2010-10-15 13:26:11;regular;459225.75;83722.8;Add penalty;GEN3853;regular
14476;;;A;44.76624298095703;;GEN3854;Create Fine;;;;;;2010-05-08 19:30:45;regular;456210.75;0.0;Create Fine;GEN3854;regular
14477;;;A;44.76624298095703;;GEN3854;Send Fine;;;;;;2010-07-29 00:13:35;regular;456210.75;116922.83333333331;Send Fine;GEN3854;regular
14478;;;A;44.76624298095703;;GEN3854;Insert Fine Notification;;;;;;2010-08-16 12:14:38;regular;456210.75;26641.05;Insert Fine Notification;GEN3854;regular
14479;;;A;44.76624298095703;;GEN3854;Add penalty;;;;;;2010-10-14 01:39:13;regular;456210.75;84324.58333333333;Add penalty;GEN3854;regular
14480;;;A;44.1304931640625;;GEN3855;Create Fine;;;;;;2011-01-16 09:40:23;regular;819940.3833333333;0.0;Create Fine;GEN3855;regular
14481;;;A;44.1304931640625;;GEN3855;Send Fine;;;;;;2011-04-19 06:49:47;regular;819940.3833333333;133749.4;Send Fine;GEN3855;regular
14482;;;A;44.1304931640625;;GEN3855;Insert Fine Notification;;;;;;2011-05-06 09:40:01;regular;819940.3833333333;24650.233333333334;Insert Fine Notification;GEN3855;regular
14483;;;A;44.1304931640625;;GEN3855;Add penalty;;;;;;2011-07-04 00:14:15;regular;819940.3833333333;84394.23333333334;Add penalty;GEN3855;regular
14484;;;A;45.05064392089844;;GEN3856;Create Fine;;;;;;2010-05-16 14:06:53;regular;467406.88333333336;0.0;Create Fine;GEN3856;regular
14485;;;A;45.05064392089844;;GEN3856;Send Fine;;;;;;2010-08-08 06:22:57;regular;467406.88333333336;120496.06666666668;Send Fine;GEN3856;regular
14486;;;A;45.05064392089844;;GEN3856;Insert Fine Notification;;;;;;2010-08-26 13:07:00;regular;467406.88333333336;26324.05;Insert Fine Notification;GEN3856;regular
14487;;;A;45.05064392089844;;GEN3856;Add penalty;;;;;;2010-10-24 00:16:37;regular;467406.88333333336;84189.61666666667;Add penalty;GEN3856;regular
